snapshot_date,rank,name,symbol,market_cap,price,circulating,volume_24h
2021-10-18,1,BTCBitcoin,BTC,"$1,169,039,169,042.87","$62,026.08","18,847,543BTC","$38,055,562,075.08"
2021-10-18,6,XRPXRP,XRP,"$50,808,473,633.52",$1.0838,"46,878,114,887XRP*","$3,186,066,187.89"
2021-10-18,7,SOLSolana,SOL,"$47,254,003,671.83",$157.23,"300,538,203SOL*","$1,698,878,759.32"
2021-10-18,8,DOTPolkadot,DOT,"$40,672,140,920.41",$41.18,"987,579,315DOT*","$1,770,037,056.38"
2021-10-18,9,USDCUSD Coin,USDC,"$32,684,542,303.69",$1.0001,"32,682,643,315USDC*","$3,349,379,834.17"
2021-10-18,11,UNIUniswap,UNI,"$15,689,958,556.67",$25.65,"611,643,724UNI*","$262,817,791.05"
2021-10-18,12,LUNATerra,LUNA,"$14,393,005,950.71",$35.82,"401,802,707LUNA*","$555,343,720.00"
2021-10-18,42,EOSEOS,EOS,"$4,248,850,282.85",$4.4212,"961,024,823 EOS *","$992,819,463.87"
2021-10-18,39,XMRMonero,XMR,"$4,620,951,108.13",$256.53,"18,013,604 XMR","$154,975,543.37"
2021-10-18,47,GRTThe Graph,GRT,"$3,628,252,161.10",$0.7694,"4,715,735,200 GRT *","$103,972,413.19"
2021-10-18,46,XECeCash,XEC,"$3,679,377,792.37",$0.000195,"18,872,804,673,313 XEC","$117,986,569.25"
2021-10-18,45,AAVEAave,AAVE,"$3,886,540,487.12",$294.11,"13,214,523 AAVE *","$180,842,395.43"
2021-10-18,44,KLAYKlaytn,KLAY,"$4,054,480,648.25",$1.6127,"2,514,166,074 KLAY *","$99,206,269.60"
2021-10-18,43,NEARNEAR Protocol,NEAR,"$4,094,061,398.28",$7.8443,"521,913,805 NEAR *","$114,992,096.59"
2021-10-18,25,AXSAxie Infinity,AXS,"$7,460,065,196.71",$122.48,"60,907,500 AXS *","$392,238,229.12"
2021-10-18,24,ICPInternet Computer,ICP,"$7,618,492,679.13",$43.81,"173,893,065 ICP *","$255,813,891.78"
2021-10-18,40,FLOWFlow,FLOW,"$4,526,879,245.84",$14.81,"305,656,288 FLOW *","$249,780,327.10"
2021-10-18,38,CAKEPancakeSwap,CAKE,"$4,619,066,306.59",$19.84,"232,831,142 CAKE *","$241,915,825.34"
2021-10-18,36,HBARHedera,HBAR,"$5,293,813,573.66",$0.3569,"14,832,972,491 HBAR *","$373,182,365.72"
2021-10-18,50,STXStacks,STX,"$3,310,908,995.50",$2.5873,"1,279,661,310 STX *","$1,283,533,442.83"
2021-10-18,41,EGLDElrond,EGLD,"$4,513,606,253.85",$230.20,"19,607,069 EGLD *","$79,534,290.65"
2021-10-18,34,XTZTezos,XTZ,"$5,657,157,976.73",$6.5503,"863,645,923 XTZ *","$250,835,935.74"
2021-10-18,33,THETATHETA,THETA,"$5,847,577,296.98",$5.8476,"1,000,000,000 THETA *","$153,755,736.65"
2021-10-18,32,DAIDai,DAI,"$6,472,331,322.46",$0.9996,"6,474,951,714 DAI *","$550,697,217.00"
2021-10-18,31,BTCBBitcoin BEP2,BTCB,"$6,496,149,465.64","$61,810.45","105,098 BTCB *","$57,898,163.20"
2021-10-18,30,FTTFTX Token,FTT,"$6,678,147,452.06",$55.48,"120,361,225 FTT *","$240,276,496.75"
2021-10-18,29,ETCEthereum Classic,ETC,"$6,839,139,328.34",$52.49,"130,297,827 ETC","$728,366,988.69"
2021-10-18,28,TRXTRON,TRX,"$7,032,665,886.50",$0.09814,"71,659,657,369 TRX *","$1,157,169,880.30"
2021-10-18,49,MIOTAIOTA,MIOTA,"$3,461,125,101.26",$1.2452,"2,779,530,283 MIOTA *","$57,591,857.40"
2021-10-18,37,CROCrypto.com Coin,CRO,"$4,719,770,306.59",$0.1868,"25,263,013,692 CRO *","$30,291,763.60"
2021-10-18,26,FILFilecoin,FIL,"$7,243,673,506.09",$63.39,"114,267,352 FIL","$586,411,727.99"
2021-10-18,35,FTMFantom,FTM,"$5,645,331,739.97",$2.2182,"2,545,006,273 FTM *","$495,983,934.92"
2021-10-25,69,COMPCompound,COMP,"$1,942,288,741.70",$322.70,"6,018,895 COMP *","$122,291,787.35"
2021-10-25,72,HOTHolo,HOT,"$1,660,836,885.96",$0.009606,"172,895,870,443 HOT *","$118,150,727.68"
2021-10-25,71,DCRDecred,DCR,"$1,685,349,422.05",$125.43,"13,436,567 DCR","$12,104,424.52"
2021-10-25,70,ARArweave,AR,"$1,765,911,804.64",$52.88,"33,394,701 AR *","$28,002,622.62"
2021-10-25,65,CRVCurve DAO Token,CRV,"$2,040,869,802.74",$4.7824,"426,748,438 CRV *","$1,261,857,450.77"
2021-10-25,68,CHZChiliz,CHZ,"$1,999,869,229.16",$0.3366,"5,941,076,911 CHZ *","$199,587,794.61"
2021-10-25,67,AMPAmp,AMP,"$1,996,270,921.53",$0.04727,"42,227,702,186 AMP","$17,398,732.16"
2021-10-25,66,OMGOMG Network,OMG,"$2,028,616,094.44",$14.46,"140,245,398 OMG *","$814,313,495.80"
2021-10-25,73,TFUELTheta Fuel,TFUEL,"$1,644,024,759.40",$0.3101,"5,301,214,400 TFUEL *","$45,103,756.76"
2021-10-25,64,HNTHelium,HNT,"$2,151,931,756.42",$21.37,"100,705,430 HNT","$14,646,373.44"
2021-10-25,74,HTHuobi Token,HT,"$1,617,033,929.34",$9.9922,"161,829,295 HT *","$88,047,778.49"
2021-10-25,63,DASHDash,DASH,"$2,162,974,170.37",$208.06,"10,395,903 DASH","$309,729,812.54"
2021-10-25,61,CELOCelo,CELO,"$2,367,422,541.02",$7.2417,"326,913,145 CELO *","$146,855,848.57"
2021-10-25,60,BTTBitTorrent,BTT,"$2,437,659,259.79",$0.003694,"659,952,625,000 BTT *","$521,053,694.90"
2021-10-25,59,MKRMaker,MKR,"$2,452,643,252.55","$2,474.10","991,328 MKR *","$101,997,440.53"
2021-10-25,58,USTTerraUSD,UST,"$2,760,315,528.83",$1.0028,"2,752,520,916 UST *","$80,407,390.42"
2021-10-25,57,STXStacks,STX,"$2,848,850,097.91",$2.2245,"1,280,649,248 STX *","$68,019,336.55"
2021-10-25,56,WAVESWaves,WAVES,"$3,041,772,222.80",$28.55,"106,524,466 WAVES *","$84,108,050.01"
2021-10-25,55,LEOUNUS SED LEO,LEO,"$3,104,354,800.13",$3.2542,"953,954,130 LEO *","$3,122,442.15"
2021-10-25,54,RUNETHORChain,RUNE,"$3,114,814,624.18",$13.82,"225,410,215 RUNE *","$217,328,562.68"
2021-10-25,53,NEONeo,NEO,"$3,142,128,680.23",$44.54,"70,538,831 NEO *","$228,053,736.69"
2021-10-25,52,BSVBitcoin SV,BSV,"$3,253,599,155.49",$172.34,"18,879,320 BSV","$186,170,054.60"
2021-10-25,62,ZECZcash,ZEC,"$2,201,994,900.83",$170.11,"12,944,306 ZEC","$369,020,752.86"
2021-10-25,75,ENJEnjin Coin,ENJ,"$1,585,812,326.15",$1.9007,"834,340,660 ENJ *","$137,196,856.90"
2021-10-25,88,YFIyearn.finance,YFI,"$1,274,089,377.77","$34,775.34","36,638 YFI *","$155,976,997.06"
2021-10-25,77,XEMNEM,XEM,"$1,557,927,165.70",$0.1731,"8,999,999,999 XEM *","$58,651,228.24"
2021-10-25,76,OKBOKB,OKB,"$1,566,296,383.18",$26.10,"60,000,000 OKB *","$630,724,415.02"
2021-10-25,89,TUSDTrueUSD,TUSD,"$1,268,752,747.12",$0.9995,"1,269,443,133 TUSD *","$101,074,088.54"
2021-10-25,98,RENBTCrenBTC,RENBTC,"$1,084,888,321.04","$62,895.62","17,249 RENBTC *","$22,551,938.57"
2021-10-25,97,RENRen,REN,"$1,112,443,593.85",$1.1150,"997,664,051 REN *","$57,802,534.42"
2021-10-25,96,TELTelcoin,TEL,"$1,117,963,191.41",$0.02043,"54,727,110,195 TEL *","$33,945,864.66"
2021-10-25,95,SNXSynthetix,SNX,"$1,130,025,814.93",$9.8399,"114,841,533 SNX *","$66,008,858.79"
2021-10-25,94,PERPPerpetual Protocol,PERP,"$1,129,265,302.43",$16.44,"68,700,000 PERP *","$38,297,618.49"
2021-10-25,51,KSMKusama,KSM,"$3,406,463,845.96",$402.18,"8,470,098 KSM *","$163,274,857.33"
2021-10-25,93,SCRTSecret,SCRT,"$1,190,603,025.41",$7.9471,"149,815,729 SCRT *","$46,193,397.44"
2021-10-25,92,CELCelsius,CEL,"$1,202,645,567.40",$5.0349,"238,863,520 CEL *","$7,887,988.59"
2021-10-25,100,BATBasic Attention Token,BAT,"$1,046,851,739.56",$0.7017,"1,491,828,426 BAT *","$121,327,035.53"
2021-10-25,91,BTGBitcoin Gold,BTG,"$1,212,746,202.94",$69.24,"17,513,924 BTG","$25,904,184.19"
2021-10-25,90,RVNRavencoin,RVN,"$1,214,101,495.86",$0.1221,"9,944,285,000 RVN","$55,023,266.35"
2021-10-25,86,XDCXDC Network,XDC,"$1,317,916,265.24",$0.1071,"12,304,483,517 XDC","$7,734,296.70"
2021-10-25,85,ZILZilliqa,ZIL,"$1,319,960,856.17",$0.1108,"11,913,634,599 ZIL","$152,646,599.15"
2021-10-25,83,SUSHISushiSwap,SUSHI,"$1,369,001,733.47",$10.76,"127,244,443 SUSHI *","$161,845,397.31"
2021-10-25,82,ICXICON,ICX,"$1,418,639,209.52",$2.1111,"671,981,450 ICX *","$66,317,696.88"
2021-10-25,81,KCSKuCoin Token,KCS,"$1,433,033,481.13",$17.89,"80,118,638 KCS *","$42,990,010.14"
2021-10-25,80,REVRevain,REV,"$1,437,084,525.70",$0.01689,"85,061,485,690 REV *","$2,968,478.21"
2021-10-25,79,MANADecentraland,MANA,"$1,470,075,410.64",$0.8091,"1,816,944,191 MANA *","$66,854,730.48"
2021-10-25,78,NEXONexo,NEXO,"$1,523,825,662.72",$2.7211,"560,000,011 NEXO *","$11,485,660.82"
2021-10-25,87,QTUMQtum,QTUM,"$1,309,259,986.14",$13.25,"98,808,578 QTUM *","$164,260,314.76"
2021-10-25,84,MINAMina,MINA,"$1,328,766,262.62",$4.8382,"274,641,459 MINA *","$114,027,575.22"
2021-10-25,99,DYDXdYdX,DYDX,"$1,061,818,302.77",$18.85,"56,337,466 DYDX *","$264,372,332.54"
2021-10-25,36,EGLDElrond,EGLD,"$5,786,457,087.68",$294.62,"19,640,515 EGLD *","$135,421,295.58"
2021-10-25,37,XTZTezos,XTZ,"$5,728,091,006.32",$6.6258,"864,508,748 XTZ *","$224,507,258.10"
2021-10-25,22,XLMStellar,XLM,"$9,334,230,056.62",$0.3868,"24,131,667,471 XLM *","$526,688,248.57"
2021-10-25,21,MATICPolygon,MATIC,"$11,325,440,335.94",$1.6744,"6,763,681,380 MATIC *","$1,015,203,404.64"
2021-10-25,20,BCHBitcoin Cash,BCH,"$11,739,038,192.69",$621.69,"18,882,331BCH","$1,140,962,238.95"
2021-10-25,19,ALGOAlgorand,ALGO,"$12,583,727,577.43",$2.0439,"6,156,592,974ALGO*","$549,366,780.35"
2021-10-25,18,BUSDBinance USD,BUSD,"$12,873,618,431.41",$0.9996,"12,878,756,944BUSD*","$5,493,526,382.96"
2021-10-25,17,LTCLitecoin,LTC,"$13,442,569,876.70",$195.30,"68,830,520LTC","$2,117,515,771.73"
2021-10-25,15,LINKChainlink,LINK,"$14,964,421,278.04",$32.46,"461,009,554LINK*","$1,527,370,026.51"
2021-10-25,14,AVAXAvalanche,AVAX,"$15,381,442,493.44",$69.82,"220,286,577AVAX*","$559,909,250.09"
2021-10-25,12,SHIBSHIBA INU,SHIB,"$16,646,744,537.77",$0.00004217,"394,796,000,000,000SHIB*","$8,244,210,216.52"
2021-10-25,16,WBTCWrapped Bitcoin,WBTC,"$13,992,283,209.00","$63,087.22","221,793WBTC*","$300,815,560.26"
2021-10-25,10,USDCUSD Coin,USDC,"$32,489,370,564.66",$0.9997,"32,500,740,726USDC*","$2,881,886,892.92"
2021-10-25,8,DOTPolkadot,DOT,"$43,973,573,157.38",$44.53,"987,579,315DOT*","$1,360,980,395.30"
2021-10-25,7,XRPXRP,XRP,"$51,413,671,451.16",$1.0952,"46,946,349,017XRP*","$2,595,663,483.21"
2021-10-25,1,BTCBitcoin,BTC,"$1,188,575,312,422.11","$63,039.83","18,854,356BTC","$31,064,911,613.92"
2021-10-25,6,SOLSolana,SOL,"$63,232,871,503.93",$210.10,"300,959,445SOL*","$4,837,376,169.15"
2021-10-25,5,USDTTether,USDT,"$69,530,658,274.79",$0.9994,"69,574,109,914USDT*","$66,194,185,820.74"
2021-10-25,4,ADACardano,ADA,"$70,592,880,798.25",$2.1441,"32,924,766,525ADA","$2,398,064,827.75"
2021-10-25,3,BNBBinance Coin,BNB,"$80,839,354,325.09",$484.65,"166,801,148BNB*","$1,337,787,876.19"
2021-10-25,2,ETHEthereum,ETH,"$498,030,801,217.41","$4,217.88","118,076,181ETH","$15,995,727,039.79"
2021-10-25,9,DOGEDogecoin,DOGE,"$34,901,100,603.24",$0.2647,"131,848,066,198DOGE","$3,364,560,707.21"
2021-10-25,50,ONEHarmony,ONE,"$3,694,109,393.44",$0.3457,"10,686,790,142 ONE *","$618,480,567.47"
2021-10-25,11,LUNATerra,LUNA,"$17,169,878,348.42",$42.79,"401,251,652LUNA*","$754,871,873.53"
2021-10-25,23,VETVeChain,VET,"$9,163,115,717.20",$0.1425,"64,315,576,989 VET *","$574,638,949.03"
2021-10-25,13,UNIUniswap,UNI,"$16,334,162,785.26",$26.71,"611,643,724UNI*","$231,343,140.82"
2021-10-25,25,AXSAxie Infinity,AXS,"$8,031,042,875.75",$131.86,"60,907,500 AXS *","$1,157,814,330.27"
2021-10-25,48,MIOTAIOTA,MIOTA,"$3,743,168,692.28",$1.3467,"2,779,530,283 MIOTA *","$50,187,791.55"
2021-10-25,46,KLAYKlaytn,KLAY,"$4,063,862,151.43",$1.6151,"2,516,131,361 KLAY *","$93,177,971.79"
2021-10-25,45,FLOWFlow,FLOW,"$4,139,264,481.27",$13.49,"306,893,775 FLOW *","$144,431,352.88"
2021-10-25,44,AAVEAave,AAVE,"$4,136,652,403.30",$312.83,"13,223,198 AAVE *","$205,516,295.07"
2021-10-25,43,EOSEOS,EOS,"$4,625,011,049.64",$4.8096,"961,614,529 EOS *","$943,363,865.33"
2021-10-25,42,CAKEPancakeSwap,CAKE,"$4,683,242,732.54",$19.84,"236,062,917 CAKE *","$242,909,522.61"
2021-10-25,24,ICPInternet Computer,ICP,"$8,521,681,255.51",$48.88,"174,340,831 ICP *","$401,920,151.27"
2021-10-25,40,CROCrypto.com Coin,CRO,"$5,076,704,838.51",$0.201,"25,263,013,692 CRO *","$32,625,382.12"
2021-10-25,39,XMRMonero,XMR,"$5,165,704,023.64",$286.76,"18,014,104 XMR","$310,001,978.06"
2021-10-25,38,HBARHedera,HBAR,"$5,736,907,036.61",$0.3868,"14,832,756,028 HBAR *","$153,129,691.86"
2021-10-25,41,GRTThe Graph,GRT,"$4,878,461,005.53",$1.0345,"4,715,735,200 GRT *","$595,458,446.98"
2021-10-25,47,QNTQuant,QNT,"$3,790,869,628.87",$314.00,"12,072,738 QNT *","$101,771,976.82"
2021-10-25,35,NEARNEAR Protocol,NEAR,"$6,482,081,732.00",$12.32,"526,072,613 NEAR *","$891,129,017.96"
2021-10-25,49,XECeCash,XEC,"$3,656,220,861.66",$0.0001937,"18,878,992,173,313 XEC","$79,112,189.86"
2021-10-25,27,ATOMCosmos,ATOM,"$7,883,061,245.68",$35.27,"223,497,431 ATOM *","$441,138,742.80"
2021-10-25,28,FTMFantom,FTM,"$7,752,367,146.66",$3.0461,"2,545,006,273 FTM *","$906,423,436.26"
2021-10-25,29,FILFilecoin,FIL,"$7,495,991,131.77",$63.92,"117,263,222 FIL","$481,655,635.66"
2021-10-25,30,TRXTRON,TRX,"$7,216,719,242.55",$0.1007,"71,659,657,369 TRX *","$1,715,400,595.65"
2021-10-25,26,FTTFTX Token,FTT,"$7,887,907,836.62",$65.59,"120,252,965 FTT *","$288,522,278.85"
2021-10-25,32,THETATHETA,THETA,"$6,792,645,296.09",$6.7926,"1,000,000,000 THETA *","$238,728,246.26"
2021-10-25,33,BTCBBitcoin BEP2,BTCB,"$6,631,170,279.66","$63,090.11","105,106 BTCB *","$42,141,896.33"
2021-10-25,34,DAIDai,DAI,"$6,475,038,524.30",$1.0000,"6,474,951,714 DAI *","$502,632,532.66"
2021-10-25,31,ETCEthereum Classic,ETC,"$7,223,002,942.51",$55.37,"130,458,969 ETC","$834,387,361.72"
2021-11-01,69,AMPAmp,AMP,"$2,079,295,953.65",$0.04924,"42,227,702,186 AMP","$58,669,738.26"
2021-11-01,66,ZECZcash,ZEC,"$2,199,519,470.85",$169.27,"12,994,450 ZEC","$365,046,837.36"
2021-11-01,67,COMPCompound,COMP,"$2,185,931,815.64",$363.18,"6,018,895 COMP *","$368,433,519.16"
2021-11-01,68,CELOCelo,CELO,"$2,184,341,722.53",$6.2895,"347,297,758 CELO *","$69,055,839.71"
2021-11-01,73,TFUELTheta Fuel,TFUEL,"$1,852,509,594.10",$0.3495,"5,301,214,400 TFUEL *","$68,956,880.71"
2021-11-01,70,OMGOMG Network,OMG,"$2,061,085,691.62",$14.70,"140,245,398 OMG *","$1,756,603,486.25"
2021-11-01,65,ENJEnjin Coin,ENJ,"$2,193,010,184.03",$2.6284,"834,340,660 ENJ *","$720,368,863.80"
2021-11-01,71,SANDThe Sandbox,SAND,"$1,883,137,177.44",$2.1106,"892,246,119 SAND *","$4,634,922,054.96"
2021-11-01,72,DASHDash,DASH,"$1,974,081,433.52",$189.62,"10,410,937 DASH","$268,557,217.76"
2021-11-01,64,HOTHolo,HOT,"$2,263,209,600.06",$0.01309,"172,895,870,443 HOT *","$476,003,964.85"
2021-11-01,58,USTTerraUSD,UST,"$2,807,102,342.83",$1.0018,"2,802,035,381 UST *","$80,230,826.95"
2021-11-01,63,MKRMaker,MKR,"$2,428,765,274.21","$2,450.01","991,328 MKR *","$143,765,856.79"
2021-11-01,61,BTTBitTorrent,BTT,"$2,632,358,127.75",$0.003989,"659,952,625,000 BTT *","$1,019,953,117.79"
2021-11-01,60,CHZChiliz,CHZ,"$2,687,481,452.41",$0.4524,"5,941,076,945 CHZ *","$1,924,343,768.57"
2021-11-01,59,WAVESWaves,WAVES,"$2,823,459,248.84",$26.49,"106,585,174 WAVES *","$142,929,232.14"
2021-11-01,57,HNTHelium,HNT,"$2,860,060,150.95",$28.26,"101,199,546 HNT","$32,149,079.69"
2021-11-01,56,ONEHarmony,ONE,"$3,123,668,697.69",$0.2898,"10,779,159,521 ONE *","$204,471,020.11"
2021-11-01,55,BSVBitcoin SV,BSV,"$3,108,697,927.35",$164.61,"18,885,695 BSV","$203,508,580.50"
2021-11-01,54,LEOUNUS SED LEO,LEO,"$3,163,139,444.97",$3.3158,"953,954,130 LEO *","$3,120,433.68"
2021-11-01,53,NEONeo,NEO,"$3,188,098,001.86",$45.20,"70,538,831 NEO *","$463,357,089.37"
2021-11-01,52,QNTQuant,QNT,"$3,315,953,227.72",$274.66,"12,072,738 QNT *","$52,983,394.07"
2021-11-01,62,STXStacks,STX,"$2,501,389,515.72",$1.9517,"1,281,635,412 STX *","$223,001,555.55"
2021-11-01,75,ARArweave,AR,"$1,775,680,858.90",$53.17,"33,394,701 AR *","$55,599,974.79"
2021-11-01,74,CRVCurve DAO Token,CRV,"$1,854,415,487.66",$4.4848,"413,487,283 CRV *","$363,074,930.78"
2021-11-01,77,HTHuobi Token,HT,"$1,686,089,005.45",$10.42,"161,829,295 HT *","$146,828,585.67"
2021-11-01,100,ZRX0x,ZRX,"$1,043,432,069.25",$1.2341,"845,496,055 ZRX *","$372,953,483.25"
2021-11-01,51,XECeCash,XEC,"$3,368,820,376.18",$0.0001784,"18,885,242,173,313 XEC","$71,711,205.03"
2021-11-01,98,BTGBitcoin Gold,BTG,"$1,127,136,774.57",$64.36,"17,513,924 BTG","$28,050,449.90"
2021-11-01,97,AUDIOAudius,AUDIO,"$1,157,846,673.31",$2.2970,"504,078,968 AUDIO *","$73,567,771.63"
2021-11-01,96,XDCXDC Network,XDC,"$1,171,553,216.67",$0.09521,"12,305,012,699 XDC","$7,351,125.04"
2021-11-01,95,SNXSynthetix,SNX,"$1,185,124,069.22",$10.32,"114,841,533 SNX *","$156,517,499.28"
2021-11-01,94,TUSDTrueUSD,TUSD,"$1,187,646,272.88",$0.9998,"1,187,843,495 TUSD *","$143,281,629.56"
2021-11-01,93,ELONDogelon Mars,ELON,"$1,219,989,470.04",$0.00000219,"557,528,013,986,286 ELON *","$236,399,290.02"
2021-11-01,92,RVNRavencoin,RVN,"$1,202,332,666.85",$0.1203,"9,994,330,000 RVN","$96,969,619.91"
2021-11-01,91,MINAMina,MINA,"$1,245,933,883.44",$4.4311,"281,182,364 MINA *","$61,565,740.36"
2021-11-01,99,PERPPerpetual Protocol,PERP,"$1,122,283,251.00",$16.34,"68,700,000 PERP *","$44,487,051.32"
2021-11-01,84,KCSKuCoin Token,KCS,"$1,469,781,801.24",$18.35,"80,118,638 KCS *","$29,856,448.30"
2021-11-01,88,SCRTSecret,SCRT,"$1,312,527,520.32",$8.7609,"149,815,729 SCRT *","$23,357,453.32"
2021-11-01,86,LRCLoopring,LRC,"$1,360,393,474.20",$1.0282,"1,323,089,245 LRC *","$3,088,705,349.38"
2021-11-01,85,OKBOKB,OKB,"$1,366,133,434.35",$22.77,"60,000,000 OKB *","$484,411,092.40"
2021-11-01,87,ZILZilliqa,ZIL,"$1,346,899,933.87",$0.1128,"11,944,312,676 ZIL","$162,063,296.44"
2021-11-01,83,DCRDecred,DCR,"$1,506,629,236.84",$111.95,"13,457,495 DCR","$13,742,754.92"
2021-11-01,82,BATBasic Attention Token,BAT,"$1,526,706,755.97",$1.0234,"1,491,829,868 BAT *","$842,393,094.41"
2021-11-01,81,ICXICON,ICX,"$1,570,950,938.26",$2.3347,"672,862,826 ICX *","$105,730,673.57"
2021-11-01,80,SUSHISushiSwap,SUSHI,"$1,623,578,729.99",$12.76,"127,244,443 SUSHI *","$796,807,203.66"
2021-11-01,79,NEXONexo,NEXO,"$1,610,166,066.14",$2.8753,"560,000,011 NEXO *","$12,965,903.44"
2021-11-01,78,QTUMQtum,QTUM,"$1,666,352,311.65",$16.86,"98,827,477 QTUM *","$2,220,397,166.12"
2021-11-01,90,YFIyearn.finance,YFI,"$1,276,815,343.46","$34,849.75","36,638 YFI *","$186,239,345.89"
2021-11-01,89,REVRevain,REV,"$1,309,617,773.52",$0.0154,"85,061,485,690 REV *","$2,567,988.27"
2021-11-01,76,XEMNEM,XEM,"$1,748,110,759.20",$0.1942,"8,999,999,999 XEM *","$162,955,179.97"
2021-11-01,50,KSMKusama,KSM,"$3,470,683,789.32",$409.76,"8,470,098 KSM *","$214,825,094.97"
2021-11-01,10,DOGEDogecoin,DOGE,"$35,852,731,431.07",$0.2717,"131,943,568,830DOGE","$2,784,956,027.04"
2021-11-01,22,XLMStellar,XLM,"$8,867,343,637.90",$0.3666,"24,191,205,323 XLM *","$631,127,554.17"
2021-11-01,20,ALGOAlgorand,ALGO,"$11,377,624,521.20",$1.8337,"6,204,829,604ALGO*","$285,592,980.32"
2021-11-01,19,MATICPolygon,MATIC,"$12,915,427,640.85",$1.9039,"6,783,681,381MATIC*","$1,201,666,926.30"
2021-11-01,18,LTCLitecoin,LTC,"$13,607,653,391.08",$197.55,"68,880,333LTC","$2,301,982,951.15"
2021-11-01,17,BUSDBinance USD,BUSD,"$13,701,366,460.46",$0.9997,"13,704,966,706BUSD*","$7,578,147,023.94"
2021-11-01,16,WBTCWrapped Bitcoin,WBTC,"$14,058,452,581.09","$61,054.31","230,261WBTC*","$398,919,751.47"
2021-11-01,15,AVAXAvalanche,AVAX,"$14,334,601,728.03",$65.07,"220,286,577AVAX*","$553,398,868.83"
2021-11-01,14,LINKChainlink,LINK,"$14,599,223,761.24",$31.57,"462,509,554LINK*","$1,143,381,017.68"
2021-11-01,12,LUNATerra,LUNA,"$17,636,177,669.16",$44.06,"400,282,691LUNA*","$559,201,533.26"
2021-11-01,23,VETVeChain,VET,"$8,807,035,965.86",$0.1369,"64,315,576,989 VET *","$542,258,935.24"
2021-11-01,11,USDCUSD Coin,USDC,"$33,269,412,394.13",$0.9999,"33,274,034,921USDC*","$4,358,098,742.89"
2021-11-01,9,SHIBSHIBA INU,SHIB,"$39,352,018,192.19",$0.00007167,"549,095,509,738,353SHIB*","$8,120,747,917.82"
2021-11-01,4,USDTTether,USDT,"$70,265,729,006.64",$1.0003,"70,245,260,762USDT*","$87,025,283,378.00"
2021-11-01,8,DOTPolkadot,DOT,"$49,361,441,373.14",$49.98,"987,579,315DOT*","$4,338,984,539.27"
2021-11-01,1,BTCBitcoin,BTC,"$1,150,606,762,880.21","$61,004.41","18,861,043BTC","$36,150,572,843.25"
2021-11-01,2,ETHEthereum,ETH,"$511,040,780,622.94","$4,324.63","118,169,915ETH","$17,985,288,261.13"
2021-11-01,3,BNBBinance Coin,BNB,"$91,950,123,402.51",$551.26,"166,801,148BNB*","$2,535,579,528.54"
2021-11-01,49,MIOTAIOTA,MIOTA,"$3,922,834,973.84",$1.4113,"2,779,530,283 MIOTA *","$97,368,309.88"
2021-11-01,5,ADACardano,ADA,"$64,877,257,646.36",$1.9500,"33,270,348,897ADA","$2,649,338,831.49"
2021-11-01,6,SOLSolana,SOL,"$61,255,124,966.59",$203.55,"300,941,313SOL*","$3,157,612,663.38"
2021-11-01,7,XRPXRP,XRP,"$51,381,421,184.10",$1.0929,"47,015,237,181XRP*","$3,655,823,942.64"
2021-11-01,21,BCHBitcoin Cash,BCH,"$11,100,353,663.68",$587.67,"18,888,663 BCH","$1,208,247,148.47"
2021-11-01,38,XTZTezos,XTZ,"$5,398,498,788.68",$6.2387,"865,324,100 XTZ *","$207,455,959.73"
2021-11-01,31,ETCEthereum Classic,ETC,"$7,025,947,954.76",$53.80,"130,602,085 ETC","$842,372,552.31"
2021-11-01,48,KLAYKlaytn,KLAY,"$4,100,136,384.17",$1.6280,"2,518,466,588 KLAY *","$108,644,107.64"
2021-11-01,25,AXSAxie Infinity,AXS,"$8,348,339,842.84",$137.07,"60,907,500 AXS *","$513,865,367.87"
2021-11-01,47,RUNETHORChain,RUNE,"$4,082,397,362.59",$15.87,"257,210,215 RUNE *","$287,729,473.13"
2021-11-01,24,ATOMCosmos,ATOM,"$8,363,264,620.59",$37.36,"223,868,369 ATOM *","$641,024,624.84"
2021-11-01,46,AAVEAave,AAVE,"$4,287,258,280.39",$324.04,"13,230,559 AAVE *","$290,471,935.03"
2021-11-01,45,FLOWFlow,FLOW,"$4,315,722,032.93",$14.01,"308,132,424 FLOW *","$227,875,139.57"
2021-11-01,44,CAKEPancakeSwap,CAKE,"$4,385,169,684.19",$18.45,"237,722,351 CAKE *","$326,457,538.39"
2021-11-01,43,EOSEOS,EOS,"$4,457,629,686.03",$4.6327,"962,204,557 EOS *","$1,086,177,993.47"
2021-11-01,41,XMRMonero,XMR,"$4,883,825,386.38",$271.11,"18,014,104 XMR","$209,433,058.88"
2021-11-01,40,EGLDElrond,EGLD,"$5,303,913,062.06",$269.59,"19,673,966 EGLD *","$126,006,580.59"
2021-11-01,39,NEARNEAR Protocol,NEAR,"$5,398,996,633.81",$10.18,"530,254,251 NEAR *","$274,302,064.68"
2021-11-01,37,CROCrypto.com Coin,CRO,"$5,373,591,002.96",$0.2127,"25,263,013,692 CRO *","$327,643,711.26"
2021-11-01,42,GRTThe Graph,GRT,"$4,680,859,205.75",$0.9926,"4,715,735,200 GRT *","$275,617,178.07"
2021-11-01,13,UNIUniswap,UNI,"$16,085,757,276.59",$25.63,"627,596,089UNI*","$356,990,406.32"
