snapshot_date,rank,name,symbol,market_cap,price,circulating,volume_24h
2022-10-10,63,GRTThe Graph,GRT,"$631,246,795.17",$0.09149,"6,900,000,000 GRT *","$20,082,907.99"
2022-10-10,52,BSVBitcoin SV,BSV,"$922,519,413.14",$48.07,"19,193,158 BSV","$57,508,622.90"
2022-10-10,75,ENJEnjin Coin,ENJ,"$435,908,725.52",$0.4359,"1,000,000,000 ENJ *","$23,536,781.86"
2022-10-10,88,WAVESWaves,WAVES,"$386,707,699.89",$3.5298,"109,553,608 WAVES *","$61,326,301.86"
2022-10-10,77,USTCTerraClassicUSD,USTC,"$421,607,404.76",$0.04296,"9,813,495,273 USTC *","$203,948,037.96"
2022-10-10,89,GMTSTEPN,GMT,"$386,816,570.43",$0.6447,"600,000,000 GMT *","$307,044,164.54"
2022-10-10,76,BATBasic Attention Token,BAT,"$433,239,039.56",$0.2897,"1,495,680,554 BAT *","$38,231,980.00"
2022-10-10,98,KSMKusama,KSM,"$355,774,358.36",$42.00,"8,470,098 KSM *","$18,517,797.75"
2022-10-10,97,BTGBitcoin Gold,BTG,"$351,721,918.41",$20.08,"17,513,924 BTG","$9,952,261.63"
2022-10-10,96,CELOCelo,CELO,"$358,752,137.97",$0.7667,"467,917,103 CELO *","$7,893,001.49"
2022-10-10,95,HOTHolo,HOT,"$357,393,647.95",$0.002062,"173,342,974,127 HOT *","$39,838,329.01"
2022-10-10,94,XEMNEM,XEM,"$361,376,033.72",$0.04015,"8,999,999,999 XEM *","$8,521,407.96"
2022-10-10,93,LRCLoopring,LRC,"$366,126,159.09",$0.2753,"1,330,133,546 LRC *","$31,206,433.27"
2022-10-10,92,DCRDecred,DCR,"$366,087,085.95",$25.39,"14,415,849 DCR","$1,661,275.75"
2022-10-10,91,CSPRCasper,CSPR,"$365,624,672.92",$0.03511,"10,413,671,574 CSPR *","$12,167,645.36"
2022-10-10,61,USDNNeutrino USD,USDN,"$667,688,113.37",$0.9815,"680,266,294 USDN *","$2,131,980.72"
2022-10-10,99,1INCH1inch Network,1INCH,"$337,121,368.49",$0.5774,"583,869,616 1INCH *","$35,763,707.28"
2022-10-10,90,CVXConvex Finance,CVX,"$378,298,256.91",$5.5892,"67,683,254 CVX *","$6,588,831.11"
2022-10-10,86,TWTTrust Wallet Token,TWT,"$388,495,985.72",$0.9324,"416,649,900 TWT *","$5,697,792.84"
2022-10-10,85,XDCXDC Network,XDC,"$400,636,160.94",$0.03256,"12,305,012,699 XDC *","$3,432,280.21"
2022-10-10,83,LDOLido DAO,LDO,"$409,935,950.48",$1.3099,"312,951,154 LDO *","$21,812,343.89"
2022-10-10,82,ZILZilliqa,ZIL,"$415,445,494.86",$0.03101,"13,395,679,119 ZIL","$43,664,938.45"
2022-10-10,81,COMPCompound,COMP,"$415,034,137.44",$57.11,"7,267,152 COMP *","$23,501,795.95"
2022-10-10,80,FEIFei USD,FEI,"$417,805,841.88",$0.9831,"424,996,178 FEI *","$672,997.22"
2022-10-10,79,KAVAKava,KAVA,"$424,364,253.42",$1.5135,"280,385,904 KAVA *","$9,369,321.02"
2022-10-10,87,RVNRavencoin,RVN,"$395,750,728.98",$0.03366,"11,758,810,731 RVN","$18,563,550.44"
2022-10-10,78,STXStacks,STX,"$428,930,197.76",$0.3205,"1,338,198,266 STX","$8,292,870.35"
2022-10-10,84,MINAMina,MINA,"$402,640,055.15",$0.5725,"703,257,637 MINA *","$6,527,242.81"
2022-10-10,65,KLAYKlaytn,KLAY,"$562,121,815.99",$0.1837,"3,060,048,705 KLAY *","$17,841,573.50"
2022-10-10,51,OKBOKB,OKB,"$945,259,816.28",$15.75,"60,000,000 OKB *","$29,094,182.29"
2022-10-10,47,THETATheta Network,THETA,"$1,019,462,496.35",$1.0195,"1,000,000,000 THETA *","$19,001,437.65"
2022-10-10,23,ETCEthereum Classic,ETC,"$3,325,834,789.10",$24.22,"137,310,454 ETC","$543,231,067.12"
2022-10-10,21,LINKChainlink,LINK,"$3,628,810,300.97",$7.3816,"491,599,970 LINK *","$360,785,212.98"
2022-10-10,20,LTCLitecoin,LTC,"$3,764,481,547.22",$52.76,"71,356,631LTC","$381,643,338.35"
2022-10-10,19,LEOUNUS SED LEO,LEO,"$3,882,199,618.67",$4.0696,"953,954,130LEO*","$2,024,440.93"
2022-10-10,18,WBTCWrapped Bitcoin,WBTC,"$4,675,547,392.54","$19,122.39","244,506WBTC*","$88,144,186.83"
2022-10-10,17,AVAXAvalanche,AVAX,"$4,808,947,380.57",$16.24,"296,144,774AVAX*","$159,927,572.51"
2022-10-10,16,UNIUniswap,UNI,"$4,876,877,371.14",$6.3983,"762,209,327UNI*","$84,353,569.59"
2022-10-10,14,TRXTRON,TRX,"$5,801,091,947.32",$0.06283,"92,327,649,614TRX*","$565,904,749.24"
2022-10-10,12,DOTPolkadot,DOT,"$7,046,493,372.45",$6.2618,"1,125,321,225DOT*","$195,297,282.06"
2022-10-10,11,MATICPolygon,MATIC,"$7,120,953,382.53",$0.8153,"8,734,317,475MATIC*","$321,110,887.06"
2022-10-10,10,DOGEDogecoin,DOGE,"$7,895,699,949.84",$0.05951,"132,670,764,300DOGE","$254,559,947.22"
2022-10-10,15,SHIBShiba Inu,SHIB,"$5,624,106,198.15",$0.00001024,"549,063,278,876,302SHIB*","$192,456,230.49"
2022-10-10,7,BUSDBinance USD,BUSD,"$21,636,061,225.33",$1.0004,"21,628,100,611BUSD*","$6,166,681,361.37"
2022-10-10,6,XRPXRP,XRP,"$24,780,401,211.86",$0.497,"49,858,575,704XRP*","$2,359,086,772.41"
2022-10-10,22,ATOMCosmos,ATOM,"$3,569,882,678.30",$12.47,"286,370,297 ATOM *","$200,598,719.96"
2022-10-10,5,BNBBNB,BNB,"$43,852,446,091.82",$271.81,"161,337,261BNB*","$655,201,927.59"
2022-10-10,4,USDCUSD Coin,USDC,"$46,058,989,925.99",$0.9999,"46,061,698,951USDC*","$3,234,465,931.46"
2022-10-10,3,USDTTether,USDT,"$68,373,109,843.54",$1.0000,"68,371,859,091USDT*","$37,843,287,015.79"
2022-10-10,2,ETHEthereum,ETH,"$158,499,128,156.64","$1,291.34","122,740,269ETH*","$8,794,491,050.04"
2022-10-10,1,BTCBitcoin,BTC,"$367,049,182,259.43","$19,141.48","19,175,587BTC","$27,425,022,773.59"
2022-10-10,49,MKRMaker,MKR,"$951,234,198.78",$973.00,"977,631 MKR *","$151,236,707.48"
2022-10-10,8,ADACardano,ADA,"$13,770,149,026.37",$0.4018,"34,271,109,177ADA*","$522,186,013.09"
2022-10-10,9,SOLSolana,SOL,"$11,422,898,166.46",$31.97,"357,291,207SOL*","$640,691,958.48"
2022-10-10,13,DAIDai,DAI,"$6,734,011,393.87",$0.9993,"6,739,025,697DAI*","$240,484,177.67"
2022-10-10,50,USDPPax Dollar,USDP,"$942,922,003.74",$0.9971,"945,642,940 USDP *","$81,523,015.50"
2022-10-10,24,XLMStellar,XLM,"$3,164,308,667.14",$0.1238,"25,557,111,794 XLM *","$145,767,564.24"
2022-10-10,46,AAVEAave,AAVE,"$1,039,340,278.58",$73.75,"14,093,193 AAVE *","$76,540,285.05"
2022-10-10,45,EOSEOS,EOS,"$1,038,371,823.30",$1.0354,"1,002,856,537 EOS *","$235,871,838.90"
2022-10-10,44,CHZChiliz,CHZ,"$1,133,559,200.18",$0.1889,"6,000,386,953 CHZ *","$314,088,971.22"
2022-10-10,43,SANDThe Sandbox,SAND,"$1,210,490,298.66",$0.8073,"1,499,470,108 SAND *","$116,292,202.67"
2022-10-10,42,MANADecentraland,MANA,"$1,238,318,984.76",$0.6675,"1,855,084,192 MANA *","$90,213,928.48"
2022-10-10,41,XTZTezos,XTZ,"$1,250,641,869.78",$1.3715,"911,880,808 XTZ *","$16,970,148.56"
2022-10-10,48,AXSAxie Infinity,AXS,"$993,252,558.13",$11.96,"83,056,187 AXS *","$45,528,157.22"
2022-10-10,39,HBARHedera,HBAR,"$1,341,264,759.24",$0.0584,"22,968,168,351 HBAR *","$38,478,017.91"
2022-10-10,38,ICPInternet Computer,ICP,"$1,416,671,727.27",$5.3176,"266,410,985 ICP *","$53,522,623.98"
2022-10-10,37,FILFilecoin,FIL,"$1,530,295,932.69",$5.1566,"296,765,191 FIL","$103,246,297.89"
2022-10-10,35,APEApeCoin,APE,"$1,578,895,587.69",$5.1451,"306,875,000 APE *","$122,950,695.82"
2022-10-10,40,EGLDElrond,EGLD,"$1,332,224,677.81",$56.59,"23,540,615 EGLD *","$77,473,656.60"
2022-10-10,36,TONToncoin,TON,"$1,547,709,115.48",$1.2672,"1,221,401,181 TON *","$8,317,375.95"
2022-10-10,27,XMRMonero,XMR,"$2,588,362,362.46",$142.33,"18,185,600 XMR","$69,531,926.79"
2022-10-10,28,NEARNEAR Protocol,NEAR,"$2,599,026,725.40",$3.2305,"804,531,150 NEAR *","$151,437,214.41"
2022-10-10,29,ALGOAlgorand,ALGO,"$2,245,986,677.37",$0.3202,"7,015,301,513 ALGO *","$84,680,559.50"
2022-10-10,30,BCHBitcoin Cash,BCH,"$2,144,942,263.91",$111.73,"19,197,488 BCH","$185,761,107.04"
2022-10-10,26,CROCronos,CRO,"$2,621,180,462.09",$0.1038,"25,263,013,692 CRO *","$26,237,797.95"
2022-10-10,32,LUNCTerra Classic,LUNC,"$1,773,276,744.84",$0.0002883,"6,151,072,613,161 LUNC *","$482,141,774.30"
2022-10-10,33,VETVeChain,VET,"$1,652,485,807.52",$0.02279,"72,511,146,418 VET *","$56,354,759.11"
2022-10-10,34,FLOWFlow,FLOW,"$1,637,992,006.00",$1.5808,"1,036,200,000 FLOW *","$39,130,125.34"
2022-10-10,31,QNTQuant,QNT,"$1,828,876,506.33",$151.49,"12,072,738 QNT *","$91,405,504.61"
2022-10-10,25,FTTFTX Token,FTT,"$3,157,922,419.89",$23.57,"133,975,253 FTT *","$57,700,616.84"
2022-10-17,64,HNTHelium,HNT,"$594,045,421.30",$4.6197,"128,590,450 HNT","$3,793,454.83"
2022-10-17,66,SNXSynthetix,SNX,"$555,330,669.45",$2.3284,"238,500,594 SNX *","$80,645,587.85"
2022-10-17,67,FTMFantom,FTM,"$540,208,318.46",$0.2123,"2,545,006,273 FTM *","$56,307,706.82"
2022-10-17,73,LDOLido DAO,LDO,"$479,430,149.52",$1.5320,"312,951,154 LDO *","$46,825,634.41"
2022-10-17,72,GTGateToken,GT,"$483,219,033.09",$4.4633,"108,265,077 GT *","$2,147,352.20"
2022-10-17,69,RUNETHORChain,RUNE,"$511,430,061.08",$1.5466,"330,688,061 RUNE *","$32,838,977.42"
2022-10-17,70,NEXONexo,NEXO,"$493,784,447.12",$0.8818,"560,000,011 NEXO *","$5,180,243.44"
2022-10-17,71,CSPRCasper,CSPR,"$480,824,300.05",$0.0461,"10,430,273,715 CSPR *","$69,366,694.79"
2022-10-17,68,PAXGPAX Gold,PAXG,"$535,128,481.87","$1,645.49","325,209 PAXG *","$8,577,247.10"
2022-10-17,58,BTTBitTorrent-New,BTT,"$738,914,843.43",$0.00000078,"942,690,250,000,000 BTT *","$17,340,568.78"
2022-10-17,51,KCSKuCoin Token,KCS,"$972,945,160.83",$9.8897,"98,379,861 KCS *","$998,710.13"
2022-10-17,61,USDNNeutrino USD,USDN,"$667,650,513.92",$0.9815,"680,266,294 USDN *","$2,137,532.37"
2022-10-17,60,MIOTAIOTA,MIOTA,"$707,299,930.70",$0.2545,"2,779,530,283 MIOTA *","$7,394,227.55"
2022-10-17,59,XECeCash,XEC,"$730,358,860.82",$0.00003804,"19,200,535,923,303 XEC","$5,340,721.30"
2022-10-17,57,USDDUSDD,USDD,"$773,304,662.56",$0.9999,"773,375,733 USDD *","$47,147,561.30"
2022-10-17,56,ZECZcash,ZEC,"$819,441,789.84",$52.86,"15,501,444 ZEC","$66,112,761.33"
2022-10-17,55,TUSDTrueUSD,TUSD,"$878,911,922.98",$1.0002,"878,726,507 TUSD *","$46,066,671.96"
2022-10-17,54,AXSAxie Infinity,AXS,"$930,394,841.09",$11.20,"83,056,187 AXS *","$41,899,858.68"
2022-10-17,53,BSVBitcoin SV,BSV,"$938,548,158.02",$48.89,"19,198,883 BSV","$62,720,110.31"
2022-10-17,74,CRVCurve DAO Token,CRV,"$473,113,510.98",$0.89,"531,583,334 CRV *","$69,847,926.91"
2022-10-17,63,GRTThe Graph,GRT,"$599,138,047.22",$0.08683,"6,900,000,000 GRT *","$21,730,455.89"
2022-10-17,75,TWTTrust Wallet Token,TWT,"$457,005,193.98",$1.0969,"416,649,900 TWT *","$15,325,452.56"
2022-10-17,62,CAKEPancakeSwap,CAKE,"$660,083,293.81",$4.6335,"142,458,717 CAKE *","$32,159,726.01"
2022-10-17,52,USDPPax Dollar,USDP,"$945,218,841.11",$0.9996,"945,642,940 USDP *","$32,764,780.35"
2022-10-17,86,XDCXDC Network,XDC,"$393,472,555.89",$0.03198,"12,305,012,699 XDC *","$4,129,959.17"
2022-10-17,99,LUNATerra,LUNA,"$335,851,847.56",$2.6346,"127,475,474 LUNA","$127,139,790.14"
2022-10-17,100,ARArweave,AR,"$332,185,580.72",$9.9473,"33,394,701 AR *","$13,065,407.84"
2022-10-17,97,LRCLoopring,LRC,"$350,025,688.47",$0.2632,"1,330,133,546 LRC *","$24,912,287.84"
2022-10-17,96,XEMNEM,XEM,"$351,750,615.81",$0.03908,"8,999,999,999 XEM *","$6,118,276.16"
2022-10-17,95,CELOCelo,CELO,"$353,120,836.92",$0.7547,"467,917,103 CELO *","$9,306,788.84"
2022-10-17,94,GMTSTEPN,GMT,"$353,916,493.99",$0.5899,"600,000,000 GMT *","$67,331,584.33"
2022-10-17,93,1INCH1inch Network,1INCH,"$357,828,627.83",$0.5759,"621,373,936 1INCH *","$17,643,926.77"
2022-10-17,92,RVNRavencoin,RVN,"$370,690,181.04",$0.03146,"11,783,801,411 RVN","$14,870,742.69"
2022-10-17,98,HOTHolo,HOT,"$348,624,568.79",$0.002011,"173,342,974,127 HOT *","$15,132,131.62"
2022-10-17,91,USTCTerraClassicUSD,USTC,"$376,840,143.41",$0.03842,"9,809,146,180 USTC *","$73,352,417.66"
2022-10-17,90,CVXConvex Finance,CVX,"$380,865,525.55",$5.6272,"67,683,254 CVX *","$6,045,589.83"
2022-10-17,65,NEONeo,NEO,"$566,955,521.61",$8.0375,"70,538,831 NEO *","$21,046,076.86"
2022-10-17,76,DASHDash,DASH,"$455,130,077.39",$41.52,"10,961,024 DASH","$59,460,736.33"
2022-10-17,87,DCRDecred,DCR,"$392,086,930.21",$27.16,"14,433,991 DCR","$7,996,686.29"
2022-10-17,85,KAVAKava,KAVA,"$397,919,565.64",$1.4192,"280,385,904 KAVA *","$8,295,229.43"
2022-10-17,84,COMPCompound,COMP,"$399,620,101.02",$54.99,"7,267,152 COMP *","$24,177,839.70"
2022-10-17,82,STXStacks,STX,"$413,646,337.26",$0.3089,"1,339,113,468 STX","$13,637,040.35"
2022-10-17,81,ZILZilliqa,ZIL,"$420,565,908.40",$0.03133,"13,423,318,418 ZIL","$30,842,010.10"
2022-10-17,80,FEIFei USD,FEI,"$423,805,396.60",$0.9972,"424,996,178 FEI *","$1,613,198.29"
2022-10-17,79,BATBasic Attention Token,BAT,"$435,646,703.51",$0.2913,"1,495,680,554 BAT *","$37,164,620.48"
2022-10-17,78,ENJEnjin Coin,ENJ,"$436,075,125.72",$0.4361,"1,000,000,000 ENJ *","$15,352,559.74"
2022-10-17,88,ENSEthereum Name Service,ENS,"$391,751,012.14",$19.35,"20,244,862 ENS *","$92,210,265.84"
2022-10-17,77,KLAYKlaytn,KLAY,"$442,683,710.50",$0.1436,"3,082,013,263 KLAY *","$25,343,734.22"
2022-10-17,83,MINAMina,MINA,"$405,641,869.72",$0.5705,"710,988,434 MINA *","$21,243,254.87"
2022-10-17,89,WAVESWaves,WAVES,"$386,676,686.47",$3.5276,"109,614,334 WAVES *","$105,416,472.32"
2022-10-17,49,THETATheta Network,THETA,"$1,020,154,362.77",$1.0202,"1,000,000,000 THETA *","$15,516,799.24"
2022-10-17,47,EOSEOS,EOS,"$1,068,612,859.24",$1.0649,"1,003,463,708 EOS *","$99,010,921.45"
2022-10-17,20,LTCLitecoin,LTC,"$3,702,043,151.11",$51.84,"71,407,581LTC","$284,788,683.09"
2022-10-17,19,LEOUNUS SED LEO,LEO,"$4,301,834,242.61",$4.5095,"953,954,130LEO*","$2,984,230.67"
2022-10-17,18,WBTCWrapped Bitcoin,WBTC,"$4,781,940,059.09","$19,545.58","244,656WBTC*","$127,738,184.44"
2022-10-17,17,AVAXAvalanche,AVAX,"$4,797,353,913.62",$16.19,"296,405,595AVAX*","$171,491,981.51"
2022-10-17,16,UNIUniswap,UNI,"$4,879,675,972.11",$6.4020,"762,209,327UNI*","$88,098,211.79"
2022-10-17,15,SHIBShiba Inu,SHIB,"$5,704,466,231.48",$0.00001039,"549,063,278,876,302SHIB*","$117,289,815.34"
2022-10-17,14,TRXTRON,TRX,"$5,784,516,170.80",$0.06267,"92,308,234,347TRX*","$350,961,966.60"
2022-10-17,13,DAIDai,DAI,"$6,456,597,514.94",$0.9996,"6,459,446,507DAI*","$312,685,002.47"
2022-10-17,21,LINKChainlink,LINK,"$3,605,104,947.20",$7.3334,"491,599,970 LINK *","$291,126,055.56"
2022-10-17,10,DOGEDogecoin,DOGE,"$7,951,682,992.48",$0.05994,"132,670,764,300DOGE","$174,261,450.36"
2022-10-17,4,USDCUSD Coin,USDC,"$44,824,966,349.59",$0.9999,"44,825,653,013USDC*","$2,980,936,199.15"
2022-10-17,9,SOLSolana,SOL,"$11,177,998,241.18",$31.22,"357,983,740SOL*","$658,840,500.07"
2022-10-17,1,BTCBitcoin,BTC,"$375,024,092,833.73","$19,550.76","19,182,075BTC","$27,472,552,998.34"
2022-10-17,2,ETHEthereum,ETH,"$162,966,939,318.19","$1,331.71","122,373,863ETH*","$9,401,189,650.49"
2022-10-17,3,USDTTether,USDT,"$68,437,281,968.61",$1.0001,"68,432,559,805USDT*","$36,706,571,572.91"
2022-10-17,11,MATICPolygon,MATIC,"$7,400,230,587.77",$0.8473,"8,734,317,475MATIC*","$326,387,947.30"
2022-10-17,5,BNBBNB,BNB,"$44,450,444,228.92",$275.51,"161,337,261BNB*","$594,844,794.50"
2022-10-17,6,XRPXRP,XRP,"$23,941,672,563.54",$0.4799,"49,887,015,710XRP*","$1,476,868,337.83"
2022-10-17,7,BUSDBinance USD,BUSD,"$21,622,926,568.17",$0.9998,"21,628,100,611BUSD*","$6,460,725,744.31"
2022-10-17,8,ADACardano,ADA,"$12,768,504,361.65",$0.3723,"34,292,100,452ADA*","$360,241,999.44"
2022-10-17,36,TONToncoin,TON,"$1,529,642,892.80",$1.2524,"1,221,401,181 TON *","$3,159,908.40"
2022-10-17,24,FTTFTX Token,FTT,"$3,232,319,232.05",$24.13,"133,975,253 FTT *","$90,403,513.94"
2022-10-17,12,DOTPolkadot,DOT,"$7,049,611,840.44",$6.2531,"1,127,372,418DOT*","$174,751,363.41"
2022-10-17,23,ETCEthereum Classic,ETC,"$3,277,539,313.34",$23.85,"137,428,182 ETC","$318,526,984.45"
2022-10-17,25,XLMStellar,XLM,"$2,926,482,475.76",$0.1143,"25,610,840,131 XLM *","$69,765,707.03"
2022-10-17,50,OKBOKB,OKB,"$1,018,335,994.24",$16.97,"60,000,000 OKB *","$19,047,398.59"
2022-10-17,45,CHZChiliz,CHZ,"$1,121,457,024.80",$0.1869,"6,000,386,953 CHZ *","$132,913,291.31"
2022-10-17,44,SANDThe Sandbox,SAND,"$1,185,643,589.86",$0.7907,"1,499,470,108 SAND *","$99,567,558.89"
2022-10-17,43,MANADecentraland,MANA,"$1,203,086,511.93",$0.6485,"1,855,084,192 MANA *","$76,846,452.81"
2022-10-17,41,XTZTezos,XTZ,"$1,268,700,747.90",$1.3899,"912,816,216 XTZ *","$17,265,419.14"
2022-10-17,40,EGLDElrond,EGLD,"$1,348,543,324.33",$57.21,"23,572,910 EGLD *","$37,880,454.20"
2022-10-17,39,ICPInternet Computer,ICP,"$1,363,615,191.33",$5.0806,"268,397,202 ICP *","$35,937,825.09"
2022-10-17,38,APEApeCoin,APE,"$1,400,399,530.34",$4.5634,"306,875,000 APE *","$84,198,551.84"
2022-10-17,42,HTHuobi Token,HT,"$1,211,872,971.37",$7.9023,"153,357,694 HT *","$102,850,073.99"
2022-10-17,37,HBARHedera,HBAR,"$1,434,216,863.90",$0.06244,"22,968,168,351 HBAR *","$38,147,969.33"
2022-10-17,26,CROCronos,CRO,"$2,771,498,559.21",$0.1097,"25,263,013,692 CRO *","$38,109,148.87"
2022-10-17,46,AAVEAave,AAVE,"$1,112,947,507.89",$78.97,"14,093,193 AAVE *","$116,500,192.51"
2022-10-17,29,NEARNEAR Protocol,NEAR,"$2,485,347,515.51",$3.0600,"812,197,570 NEAR *","$106,738,860.21"
2022-10-17,28,QNTQuant,QNT,"$2,517,119,463.90",$208.50,"12,072,738 QNT *","$426,895,243.80"
2022-10-17,22,ATOMCosmos,ATOM,"$3,559,234,588.88",$12.43,"286,370,297 ATOM *","$222,846,663.07"
2022-10-17,32,VETVeChain,VET,"$1,690,281,568.61",$0.02331,"72,511,146,418 VET *","$47,838,129.22"
2022-10-17,35,FILFilecoin,FIL,"$1,574,335,854.66",$5.2563,"299,515,377 FIL","$121,043,848.26"
2022-10-17,34,FLOWFlow,FLOW,"$1,590,745,918.93",$1.5352,"1,036,200,000 FLOW *","$28,621,882.24"
2022-10-17,48,MKRMaker,MKR,"$1,065,859,559.41","$1,090.25","977,631 MKR *","$95,860,778.23"
2022-10-17,27,XMRMonero,XMR,"$2,612,108,686.34",$143.61,"18,188,651 XMR","$75,011,147.67"
2022-10-17,31,BCHBitcoin Cash,BCH,"$2,123,626,897.15",$110.58,"19,203,656 BCH","$185,301,371.33"
2022-10-17,30,ALGOAlgorand,ALGO,"$2,316,769,126.95",$0.3301,"7,018,093,341 ALGO *","$67,171,413.74"
2022-10-17,33,LUNCTerra Classic,LUNC,"$1,623,694,543.43",$0.000264,"6,151,072,613,161 LUNC *","$197,045,696.93"
2022-10-24,67,KLAYKlaytn,KLAY,"$651,069,916.77",$0.2111,"3,083,967,470 KLAY *","$393,761,027.23"
2022-10-24,74,FTMFantom,FTM,"$517,302,865.57",$0.2033,"2,545,006,273 FTM *","$59,264,791.03"
2022-10-24,73,NEXONexo,NEXO,"$526,160,104.73",$0.9396,"560,000,011 NEXO *","$4,671,389.58"
2022-10-24,72,HNTHelium,HNT,"$528,090,728.64",$4.0906,"129,099,347 HNT","$3,170,078.86"
2022-10-24,71,PAXGPAX Gold,PAXG,"$534,791,446.68","$1,644.45","325,209 PAXG *","$6,245,216.05"
2022-10-24,70,GRTThe Graph,GRT,"$549,807,743.99",$0.07968,"6,900,000,000 GRT *","$20,413,848.45"
2022-10-24,65,SNXSynthetix,SNX,"$664,267,041.42",$2.1937,"302,800,380 SNX *","$40,303,353.61"
2022-10-24,69,NEONeo,NEO,"$578,863,238.15",$8.2063,"70,538,831 NEO *","$38,741,719.09"
2022-10-24,68,CAKEPancakeSwap,CAKE,"$634,178,062.62",$4.4023,"144,057,085 CAKE *","$26,572,631.54"
2022-10-24,66,USDNNeutrino USD,USDN,"$661,074,999.98",$0.9718,"680,266,294 USDN *","$269,147.69"
2022-10-24,58,ZECZcash,ZEC,"$808,560,662.25",$51.99,"15,551,556 ZEC","$42,353,800.86"
2022-10-24,76,GTGateToken,GT,"$477,627,167.77",$4.4116,"108,265,077 GT *","$2,218,505.35"
2022-10-24,61,USDDUSDD,USDD,"$723,261,467.82",$0.9971,"725,332,042 USDD *","$37,381,767.81"
2022-10-24,60,BTTBitTorrent-New,BTT,"$729,743,334.27",$0.00000077,"942,690,250,000,000 BTT *","$16,128,830.28"
2022-10-24,59,AXSAxie Infinity,AXS,"$791,800,962.55",$8.3724,"94,572,453 AXS *","$133,239,472.81"
2022-10-24,57,TUSDTrueUSD,TUSD,"$868,389,831.60",$1.0000,"868,348,982 TUSD *","$37,406,802.51"
2022-10-24,56,BITBitDAO,BIT,"$886,747,603.98",$0.4241,"2,090,946,169 BIT *","$14,122,227.00"
2022-10-24,55,BSVBitcoin SV,BSV,"$896,011,515.87",$46.66,"19,205,027 BSV","$53,174,040.45"
2022-10-24,54,MKRMaker,MKR,"$906,045,340.55",$926.78,"977,631 MKR *","$47,355,016.56"
2022-10-24,75,CSPRCasper,CSPR,"$490,096,859.37",$0.04692,"10,445,466,652 CSPR *","$18,890,921.08"
2022-10-24,53,KCSKuCoin Token,KCS,"$937,440,889.22",$9.5288,"98,379,861 KCS *","$1,078,040.01"
2022-10-24,62,XECeCash,XEC,"$708,769,575.38",$0.0000369,"19,206,823,423,303 XEC","$6,785,447.70"
2022-10-24,87,ZILZilliqa,ZIL,"$388,940,820.80",$0.02891,"13,451,318,026 ZIL","$31,838,648.87"
2022-10-24,64,ETHWEthereumPoW,ETHW,"$679,431,247.81",$6.3560,"106,896,753 ETHW *","$44,248,336.69"
2022-10-24,100,GUSDGemini Dollar,GUSD,"$334,623,469.84",$1.0033,"333,538,219 GUSD *","$400,576.07"
2022-10-24,99,XEMNEM,XEM,"$338,567,176.64",$0.03762,"8,999,999,999 XEM *","$5,034,259.90"
2022-10-24,98,ARArweave,AR,"$340,531,396.63",$10.20,"33,394,701 AR *","$9,592,782.28"
2022-10-24,97,ENSEthereum Name Service,ENS,"$343,484,867.49",$16.97,"20,244,862 ENS *","$55,897,450.06"
2022-10-24,96,WAVESWaves,WAVES,"$344,105,937.88",$3.1375,"109,674,886 WAVES *","$57,912,714.91"
2022-10-24,95,CVXConvex Finance,CVX,"$353,082,119.84",$5.0601,"69,777,738 CVX *","$3,433,464.77"
2022-10-24,94,1INCH1inch Network,1INCH,"$352,272,565.67",$0.5669,"621,413,008 1INCH *","$20,646,561.30"
2022-10-24,93,USTCTerraClassicUSD,USTC,"$357,805,065.33",$0.03648,"9,808,582,462 USTC *","$20,945,909.20"
2022-10-24,92,RVNRavencoin,RVN,"$359,406,468.14",$0.03044,"11,808,863,621 RVN","$12,585,158.30"
2022-10-24,91,COMPCompound,COMP,"$362,543,654.62",$49.89,"7,267,152 COMP *","$22,126,835.75"
2022-10-24,77,RUNETHORChain,RUNE,"$477,193,346.55",$1.4430,"330,688,061 RUNE *","$23,867,770.90"
2022-10-24,63,MIOTAIOTA,MIOTA,"$688,312,087.10",$0.2476,"2,779,530,283 MIOTA *","$6,106,262.59"
2022-10-24,84,ENJEnjin Coin,ENJ,"$415,391,492.61",$0.4154,"1,000,000,000 ENJ *","$17,062,926.51"
2022-10-24,52,USDPPax Dollar,USDP,"$941,413,610.03",$0.9955,"945,642,940 USDP *","$12,090,084.92"
2022-10-24,86,STXStacks,STX,"$403,895,932.37",$0.3014,"1,340,030,009 STX","$7,166,709.14"
2022-10-24,85,BATBasic Attention Token,BAT,"$416,078,814.03",$0.2782,"1,495,680,554 BAT *","$28,834,919.26"
2022-10-24,78,LDOLido DAO,LDO,"$472,546,059.54",$1.5100,"312,951,154 LDO *","$28,398,377.53"
2022-10-24,83,FEIFei USD,FEI,"$419,970,050.92",$0.9882,"424,996,178 FEI *","$342,658.20"
2022-10-24,82,DASHDash,DASH,"$440,205,991.55",$40.13,"10,970,573 DASH","$71,536,702.88"
2022-10-24,81,TWTTrust Wallet Token,TWT,"$440,508,652.46",$1.0573,"416,649,900 TWT *","$10,586,794.15"
2022-10-24,80,KAVAKava,KAVA,"$458,630,044.31",$1.5157,"302,591,083 KAVA *","$31,227,003.56"
2022-10-24,79,CRVCurve DAO Token,CRV,"$466,028,513.56",$0.8767,"531,583,334 CRV *","$47,441,646.30"
2022-10-24,89,DCRDecred,DCR,"$379,499,260.29",$26.26,"14,452,088 DCR","$1,570,511.81"
